,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending
146,NumPy,A fundamental package for scientific computing with Python.,Science,True,http://www.numpy.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Open Babel,A chemical toolbox designed to speak the many languages of chemical data.,Science,True,http://openbabel.org/wiki/Main_Page,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PyDy,"Short for Python Dynamics, used to assist with workflow in the modeling of dynamic motion.",Science,True,http://www.pydy.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,QuTiP,Quantum Toolbox in Python.,Science,True,http://qutip.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,RDKit,Cheminformatics and Machine Learning Software.,Science,True,http://www.rdkit.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,SciPy,"A Python-based ecosystem of open-source software for mathematics, science, and engineering.",Science,True,https://www.scipy.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,SimPy,A process-based discrete-event simulation framework.,Science,True,https://gitlab.com/team-simpy/simpy,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,elasticsearch-py,The official low-level Python client for [Elasticsearch](https://www.elastic.co/products/elasticsearch).,Search,True,https://www.elastic.co/guide/en/elasticsearch/client/python-api/current/index.html,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,whoosh,"A fast, pure Python search engine library.",Search,True,http://whoosh.readthedocs.io/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,openpyxl,A library for reading and writing Excel 2010 xlsx/xlsm/xltx/xltm files.,Specific Formats Processing,True,https://openpyxl.readthedocs.io/en/stable/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,ReportLab,Allowing Rapid creation of rich PDF documents.,Specific Formats Processing,True,https://www.reportlab.com/opensource/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PyYAML,YAML implementations for Python.,Specific Formats Processing,True,http://pyyaml.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,celery,An asynchronous task queue/job queue based on distributed message passing.,Task Queues,True,https://docs.celeryproject.org/en/stable/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Genshi,Python templating toolkit for generation of web-aware output.,Template Engine,True,https://genshi.edgewall.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Mako,Hyperfast and lightweight templating for the Python platform.,Template Engine,True,http://www.makotemplates.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,pytest,A mature full-featured Python testing tool.,Testing,True,https://docs.pytest.org/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,unittest,(Python standard library) Unit testing framework.,Testing,True,https://docs.python.org/3/library/unittest.html,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,mamba,The definitive testing tool for Python. Born under the banner of BDD.,Testing,True,http://nestorsalceda.github.io/mamba/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,tox,Auto builds and tests distributions in multiple Python versions.,Testing,True,https://tox.readthedocs.io/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Selenium,Python bindings for [Selenium](http://www.seleniumhq.org/) WebDriver.,Testing,True,https://pypi.org/project/selenium/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,doublex,Powerful test doubles framework for Python.,Testing,True,https://pypi.org/project/doublex/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,mock,(Python standard library) A mocking and patching library.,Testing,True,https://docs.python.org/3/library/unittest.mock.html,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,coverage,Code coverage measurement.,Testing,True,https://pypi.org/project/coverage/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,radar,Generate random datetime / time.,Testing,True,https://pypi.org/project/radar/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,difflib,(Python standard library) Helpers for computing deltas.,Text Processing,True,https://docs.python.org/3/library/difflib.html,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,unidecode,ASCII transliterations of Unicode text.,Text Processing,True,https://pypi.org/project/Unidecode/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,pygments,A generic syntax highlighter.,Text Processing,True,http://pygments.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,apache-libcloud,One Python library for all clouds.,Third-party APIs,True,https://libcloud.apache.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,moviepy,"A module for script-based movie editing with many formats, including animated GIFs.",Video,True,https://zulko.github.io/moviepy/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,fanstatic,"Packages, optimizes, and serves static file dependencies as Python packages.",Web Asset Management,True,http://www.fanstatic.org/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,fileconveyor,"A daemon to detect and sync files to CDNs, S3 and FTP.",Web Asset Management,True,http://wimleers.com/fileconveyor,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,feedparser,Universal feed parser.,Web Crawling,True,https://pythonhosted.org/feedparser/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,scrapy,A fast high-level screen scraping and web crawling framework.,Web Crawling,True,https://scrapy.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Django,The most popular web framework in Python.,Web Frameworks,True,https://www.djangoproject.com/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,awesome-django,"The Best Django Resource, Awesome Django for mature packages.",Web Frameworks,True,https://github.com/shahraizali/awesome-django,True,0,shahraizali/awesome-django,https://github.com/shahraizali/awesome-django,2019-03-06 12:08:06.000,2022-09-02 23:19:39.000,2022-09-02 23:19:39,165.0,935.0,596.0,150.0,2.0,1.0,,,,,,,,,,,,,,,,,,
181,Flask,A microframework for Python.,Web Frameworks,True,http://flask.pocoo.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,awesome-flask,A curated list of awesome Flask resources and plugins.,Web Frameworks,True,https://github.com/humiaozuzu/awesome-flask,True,0,humiaozuzu/awesome-flask,https://github.com/humiaozuzu/awesome-flask,2014-03-08 07:54:36.000,2022-07-31 00:14:42.000,2019-09-17 07:46:46,1475.0,10897.0,225.0,56.0,19.0,12.0,,,,,,,,,,,,,,,,,,
183,Pyramid,"A small, fast, down-to-earth, open source Python web framework.",Web Frameworks,True,https://pylonsproject.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,awesome-pyramid,"A curated list of awesome Pyramid apps, projects and resources.",Web Frameworks,True,https://github.com/uralbash/awesome-pyramid,True,0,uralbash/awesome-pyramid,https://github.com/uralbash/awesome-pyramid,2014-09-05 12:17:59.000,2021-07-08 12:28:10.000,2021-07-08 12:28:10,56.0,530.0,140.0,22.0,,2.0,,,,,,,,,,,,,,,,,,
185,Tornado,A web framework and asynchronous networking library.,Web Frameworks,True,http://www.tornadoweb.org/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,uWSGI,"A project aims at developing a full stack for building hosting services, written in C.",WSGI Servers,True,https://uwsgi-docs.readthedocs.io/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,requests,HTTP Requests for Humans.,HTTP Clients,,https://github.com/psf/requests,True,40,psf/requests,https://github.com/psf/requests,2011-02-13 18:38:17.000,2022-09-26 11:18:49.000,2022-09-09 19:10:14,8515.0,48330.0,,720.0,189.0,3455.0,Apache-2.0,,requests,conda-forge/requests,2022-06-29 15:15:43,2.28.1,3509.0,229168025.0,29.0,1646635.0,1646635.0,https://pypi.org/project/requests,228858991.0,https://anaconda.org/conda-forge/requests,2022-08-30 15:25:17.047,23457060.0,1.0,
188,rich,Python library for rich text and beautiful formatting in the terminal. Also provides a great `RichHandler` log handler.,Command-line Interface Development,,https://github.com/Textualize/rich,True,37,willmcgugan/rich,https://github.com/Textualize/rich,2019-11-10 15:28:09.000,2022-10-04 10:33:02.000,2022-10-04 09:57:25,1335.0,40045.0,3479.0,197.0,51.0,865.0,MIT,Textualize/rich,rich,conda-forge/rich,2022-10-02 16:28:13,12.6.0,,12641329.0,100.0,32431.0,32431.0,https://pypi.org/project/rich,12571040.0,https://anaconda.org/conda-forge/rich,2022-10-02 23:18:27.050,1897829.0,1.0,
189,xgboost,"A scalable, portable, and distributed gradient boosting library.",Machine Learning,,https://github.com/dmlc/xgboost,True,37,dmlc/xgboost,https://github.com/dmlc/xgboost,2014-02-06 17:28:03.000,2022-10-06 14:40:02.000,2022-10-06 14:33:46,7928.0,23250.0,5965.0,578.0,282.0,4271.0,Apache-2.0,,xgboost,conda-forge/xgboost,2022-08-23 13:05:54,1.6.2,5201.0,8352542.0,43.0,36748.0,36748.0,https://pypi.org/project/xgboost,8305461.0,https://anaconda.org/conda-forge/xgboost,2022-09-01 17:07:10.599,3151089.0,1.0,
190,faker,A Python package that generates fake data.,Testing,,https://github.com/joke2k/faker,True,37,joke2k/faker,https://github.com/joke2k/faker,2012-11-12 23:00:09.000,2022-09-28 17:01:16.000,2022-09-26 15:39:05,1617.0,14802.0,3016.0,472.0,14.0,573.0,MIT,,faker,conda-forge/faker,2022-09-26 15:36:13,15.0.0,,7013680.0,158.0,75056.0,75056.0,https://pypi.org/project/faker,7003972.0,https://anaconda.org/conda-forge/faker,2022-09-27 12:22:13.686,650500.0,1.0,
191,psutil,A cross-platform process and system utilities module.,DevOps Tools,,https://github.com/giampaolo/psutil,True,37,giampaolo/psutil,https://github.com/giampaolo/psutil,2014-05-23 14:01:48.000,2022-10-06 06:45:58.000,2022-10-05 21:15:37,1229.0,8745.0,5820.0,186.0,204.0,1357.0,BSD-3-Clause,,psutil,conda-forge/psutil,,,,67282937.0,34.0,207939.0,207939.0,https://pypi.org/project/psutil,67084773.0,https://anaconda.org/conda-forge/psutil,2022-09-05 05:46:25.026,15456804.0,1.0,
192,gunicorn,"Pre-forked, ported from Ruby's Unicorn project.",WSGI Servers,,https://github.com/benoitc/gunicorn,True,37,benoitc/gunicorn,https://github.com/benoitc/gunicorn,2009-11-30 18:18:08.000,2022-09-30 09:23:34.000,2022-08-25 12:19:45,1559.0,8553.0,2913.0,374.0,389.0,1476.0,,,gunicorn,conda-forge/gunicorn,2021-04-28 15:16:08,20.1.0,100.0,26128736.0,26.0,759670.0,759670.0,https://pypi.org/project/gunicorn,26109631.0,https://anaconda.org/conda-forge/gunicorn,2022-04-08 02:35:25.496,1432932.0,1.0,
193,boto3,Python interface to Amazon Web Services.,Third-party APIs,,https://github.com/boto/boto3,True,37,boto/boto3,https://github.com/boto/boto3,2014-10-03 21:38:03.000,2022-10-05 19:08:33.000,2022-10-05 18:08:55,1591.0,7595.0,5825.0,136.0,204.0,2541.0,Apache-2.0,,boto3,conda-forge/boto3,2015-04-09 19:29:21,0.0.14,,380793404.0,1094.0,206934.0,206934.0,https://pypi.org/project/boto3,380621914.0,https://anaconda.org/conda-forge/boto3,2022-10-05 11:31:20.279,12175857.0,1.0,
194,oauthlib,A generic and thorough implementation of the OAuth request-signing logic.,Authentication,,https://github.com/oauthlib/oauthlib,True,37,idan/oauthlib,https://github.com/oauthlib/oauthlib,2011-11-19 23:08:51.000,2022-10-06 08:47:12.000,2022-10-06 08:47:12,437.0,2446.0,1643.0,191.0,73.0,284.0,BSD-3-Clause,oauthlib/oauthlib,oauthlib,conda-forge/oauthlib,2022-09-09 20:07:08,3.2.1,,90688724.0,47.0,267011.0,267011.0,https://pypi.org/project/oauthlib,90604514.0,https://anaconda.org/conda-forge/oauthlib,2022-09-09 23:41:20.558,6315820.0,1.0,
195,tqdm,"Fast, extensible progress bar for loops and CLI.",Command-line Interface Development,,https://github.com/tqdm/tqdm,True,36,tqdm/tqdm,https://github.com/tqdm/tqdm,2015-06-03 13:13:14.000,2022-10-06 09:53:23.000,2022-09-03 10:56:22,1131.0,23043.0,1928.0,112.0,296.0,558.0,,,tqdm,conda-forge/tqdm,2022-09-03 18:04:55,4.64.1,10129.0,44520084.0,103.0,330837.0,330837.0,https://pypi.org/project/tqdm,44331363.0,https://anaconda.org/conda-forge/tqdm,2022-09-03 14:17:41.115,14332599.0,2.0,
196,gensim,Topic Modeling for Humans.,Natural Language Processing,,https://github.com/RaRe-Technologies/gensim,True,36,RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,2011-02-10 07:43:04.000,2022-10-02 15:05:30.000,2022-10-02 15:05:30,4048.0,13577.0,4375.0,431.0,362.0,1402.0,LGPL-2.1,,gensim,conda-forge/gensim,2022-05-01 08:38:45,4.2.0,3831.0,4795018.0,41.0,36826.0,36826.0,https://pypi.org/project/gensim,4780380.0,https://anaconda.org/conda-forge/gensim,2022-07-29 07:43:10.680,890126.0,1.0,
197,peewee,"A small, expressive ORM.",ORM,,https://github.com/coleifer/peewee,True,36,coleifer/peewee,https://github.com/coleifer/peewee,2010-10-11 20:14:11.000,2022-09-27 01:36:31.000,2022-09-27 01:36:27,1302.0,9482.0,4451.0,149.0,,2176.0,MIT,,peewee,conda-forge/peewee,2022-09-22 02:58:37,3.15.3,,1350015.0,100.0,17434.0,17434.0,https://pypi.org/project/peewee,1344244.0,https://anaconda.org/conda-forge/peewee,2022-09-22 11:58:08.664,432855.0,1.0,2.0
198,httpx,A next generation HTTP client for Python.,HTTP Clients,,https://github.com/encode/httpx,True,36,encode/httpx,https://github.com/encode/httpx,2019-04-04 12:27:00.000,2022-10-06 13:58:37.000,2022-10-06 13:43:43,601.0,9456.0,1199.0,172.0,38.0,677.0,BSD-3-Clause,,httpx,conda-forge/httpx,2022-05-23 15:31:24,0.23.0,,12593321.0,39.0,34162.0,34162.0,https://pypi.org/project/httpx,12584202.0,https://anaconda.org/conda-forge/httpx,2022-08-09 19:35:14.661,319171.0,2.0,7.0
199,werkzeug,A WSGI utility library for Python that powers Flask and can easily be embedded into your own projects.,WSGI Servers,,https://github.com/pallets/werkzeug,True,36,pallets/werkzeug,https://github.com/pallets/werkzeug,2010-10-18 11:42:40.000,2022-10-05 15:45:20.000,2022-10-02 14:03:00,1603.0,6180.0,,459.0,12.0,1000.0,BSD-3-Clause,,werkzeug,conda-forge/werkzeug,2022-08-08 21:53:02,2.2.2,254.0,119506797.0,28.0,824023.0,824023.0,https://pypi.org/project/werkzeug,119429124.0,https://anaconda.org/conda-forge/werkzeug,2022-08-09 14:01:29.237,5747536.0,2.0,
200,urllib3,"A HTTP library with thread-safe connection pooling, file post support, sanity friendly.",HTTP Clients,,https://github.com/urllib3/urllib3,True,36,shazow/urllib3,https://github.com/urllib3/urllib3,2011-09-18 18:08:28.000,2022-10-04 12:59:24.000,2022-10-04 12:59:23,941.0,3160.0,,311.0,101.0,936.0,MIT,urllib3/urllib3,urllib3,conda-forge/urllib3,2022-08-22 13:22:14,1.26.12,3327.0,260576354.0,33.0,986729.0,986729.0,https://pypi.org/project/urllib3,260261485.0,https://anaconda.org/conda-forge/urllib3,2022-07-25 22:47:59.531,23924084.0,2.0,
201,redis-py,The Python client for Redis.,Database Drivers,,https://github.com/redis/redis-py,True,35,andymccurdy/redis-py,https://github.com/redis/redis-py,2009-11-06 10:22:26.000,2022-10-06 09:21:50.000,2022-10-06 09:12:13,2143.0,10807.0,2052.0,347.0,129.0,1136.0,MIT,redis/redis-py,redis-py,conda-forge/redis-py,2022-06-27 13:10:51,4.3.4,,10638.0,40.0,158120.0,158120.0,https://pypi.org/project/redis-py,,https://anaconda.org/conda-forge/redis-py,2022-06-27 19:22:26.217,797884.0,1.0,
202,pillow,Pillow is the friendly [PIL](http://www.pythonware.com/products/pil/) fork.,Image Processing,,https://github.com/python-pillow/Pillow,True,35,python-pillow/Pillow,https://github.com/python-pillow/Pillow,2012-07-24 21:38:39.000,2022-10-06 14:38:36.000,2022-10-03 17:32:20,1757.0,10187.0,,411.0,103.0,2530.0,,,Pillow,conda-forge/Pillow,2022-07-01 18:32:05,9.2.0,,46971081.0,47.0,860698.0,860698.0,https://pypi.org/project/Pillow,46723434.0,https://anaconda.org/conda-forge/Pillow,2022-08-13 11:08:07.290,19316519.0,1.0,
203,SymPy,A Python library for symbolic mathematics.,Science,,https://github.com/sympy/sympy,True,35,sympy/sympy,https://github.com/sympy/sympy,2010-04-30 20:37:14.000,2022-10-06 11:53:04.000,2022-10-06 08:54:33,3652.0,9663.0,52159.0,1177.0,3943.0,8125.0,,,sympy,conda-forge/sympy,2022-08-30 17:24:48,sympy-1.11.1,466799.0,2829449.0,43.0,46648.0,46648.0,https://pypi.org/project/sympy,2793376.0,https://anaconda.org/conda-forge/sympy,2022-09-30 23:50:08.948,2453879.0,1.0,
204,Robot Framework,A generic test automation framework.,Testing,,https://github.com/robotframework/robotframework,True,35,robotframework/robotframework,https://github.com/robotframework/robotframework,2014-06-27 11:10:38.000,2022-10-05 13:50:42.000,2022-10-04 14:21:28,1986.0,7341.0,13717.0,170.0,201.0,3702.0,Apache-2.0,,robotframework,conda-forge/robotframework,2022-05-16 07:55:33,5.0.1,539.0,1637038.0,63.0,5951.0,5951.0,https://pypi.org/project/robotframework,1635356.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,95608.0,1.0,
205,spyder,Open Source Python IDE.,Editor Plugins and IDEs,,https://github.com/spyder-ide/spyder,True,35,spyder-ide/spyder,https://github.com/spyder-ide/spyder,2015-02-16 22:49:48.000,2022-10-06 08:31:43.000,2022-10-05 14:04:01,1431.0,7196.0,25941.0,243.0,1112.0,14884.0,MIT,,spyder,conda-forge/spyder,2022-08-30 00:11:37,5.3.3,2094962.0,104130.0,85.0,23484.0,23484.0,https://pypi.org/project/spyder,62188.0,https://anaconda.org/conda-forge/spyder,2022-08-30 17:42:52.365,1476172.0,1.0,
206,gspread,Google Spreadsheets Python API.,Third-party APIs,,https://github.com/burnash/gspread,True,35,burnash/gspread,https://github.com/burnash/gspread,2011-12-02 10:46:20.000,2022-09-23 00:38:02.000,2022-09-14 14:51:50,840.0,6102.0,1144.0,151.0,52.0,706.0,MIT,,gspread,conda-forge/gspread,2022-08-31 15:08:57,5.5.0,177.0,9408106.0,38.0,17973.0,17973.0,https://pypi.org/project/gspread,9404594.0,https://anaconda.org/conda-forge/gspread,2022-06-01 07:52:26.343,231751.0,2.0,
207,google-api-python-client,Google APIs Client Library for Python.,Third-party APIs,,https://github.com/googleapis/google-api-python-client,True,35,google/google-api-python-client,https://github.com/googleapis/google-api-python-client,2014-01-08 21:55:56.000,2022-10-04 18:59:58.782,2022-10-04 15:24:34,2150.0,5996.0,,182.0,61.0,871.0,Apache-2.0,googleapis/google-api-python-client,google-api-python-client,conda-forge/google-api-python-client,2022-10-04 14:40:19,2.64.0,,27563431.0,100.0,117313.0,117313.0,https://pypi.org/project/google-api-python-client,27542748.0,https://anaconda.org/conda-forge/google-api-python-client,2022-10-04 18:59:58.782,1551276.0,2.0,
208,pyjwt,JSON Web Token implementation in Python.,Authentication,,https://github.com/jpadilla/pyjwt,True,35,jpadilla/pyjwt,https://github.com/jpadilla/pyjwt,2011-02-24 20:25:09.000,2022-10-04 00:06:36.000,2022-09-23 11:14:12,574.0,4347.0,755.0,126.0,15.0,350.0,MIT,,pyjwt,conda-forge/pyjwt,2022-09-17 13:57:11,2.5.0,,106061175.0,33.0,253159.0,253159.0,https://pypi.org/project/pyjwt,105954431.0,https://anaconda.org/conda-forge/pyjwt,2022-09-17 16:38:21.656,8005848.0,2.0,
209,mongoengine,A Python Object-Document-Mapper for working with MongoDB.,ORM,,https://github.com/MongoEngine/mongoengine,True,35,MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,2012-03-05 12:10:20.000,2022-10-04 03:26:23.000,2022-09-06 19:32:56,1129.0,3854.0,3986.0,378.0,350.0,1273.0,MIT,,mongoengine,conda-forge/mongoengine,2022-07-17 21:55:17,0.24.2,,825621.0,38.0,17776.0,17776.0,https://pypi.org/project/mongoengine,823336.0,https://anaconda.org/conda-forge/mongoengine,2022-07-18 05:01:51.100,169159.0,2.0,
210,pyparsing,A general purpose framework for generating parsers.,Text Processing,,https://github.com/pyparsing/pyparsing,True,35,pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,2016-06-12 20:32:44.411,2022-08-29 05:10:57.000,2022-08-29 05:10:53,224.0,1649.0,1058.0,50.0,32.0,239.0,MIT,,pyparsing,conda-forge/pyparsing,2022-05-10 23:30:45,pyparsing_3.0.9,7250.0,116234855.0,30.0,606042.0,606042.0,https://pypi.org/project/pyparsing,115872768.0,https://anaconda.org/conda-forge/pyparsing,2022-07-14 23:32:36.332,27507487.0,1.0,
